customer_id,tenure,monthly_charges,total_charges
8309-PPCED,72,110.45,7982.50
8311-UEUAB,67,75.5,5229.45
8313-AFGBW,47,73.6,3522.65
8314-HTWVE,7,19.85,144.15
8316-BBQAY,65,59.95,3921.10
8336-TAVKX,72,78.45,5682.25
8338-QIUNR,72,66.5,4811.60
8345-MVDYC,45,81.65,3618.70
8347-GDTMP,64,19.45,1225.65
8361-LBRDI,58,24.35,1423.85
8374-UULRV,72,86.05,6309.65
8380-MQINP,55,20.3,1079.05
8388-DMKAE,8,20.25,174.65
8390-FESFV,62,84.5,5193.20
8398-TBIYD,72,84.7,6185.15
8402-OOOHJ,41,20.65,835.15
8404-VIOMB,66,62.5,4136.40
8413-YNHNV,69,90.65,6322.10
8414-OOEEL,66,79.5,5196.10
8434-PNQZX,42,78.45,3373.40
8434-VGEQQ,61,20.55,1305.95
8441-SHIPE,67,25.6,1790.35
8450-LUGUK,37,24.1,861.85
8454-AATJP,72,115.05,8405.00
8464-EETCQ,57,18.8,1094.35
8465-SBRXP,38,94.9,3616.25
8466-PZBLH,67,104.6,6885.75
8468-FZTOE,72,74.35,5237.40
8480-PPONV,62,115.55,7159.05
8510-TMWYB,54,59.8,3246.45
8513-OLYGY,72,115.8,8332.15
8514-VZHEB,59,19.5,1147.85
8515-OCTJS,25,24.75,692.10
8532-UEFWH,52,25.75,1345.85
8540-ZQGEA,54,20.05,1102.40
8544-JNBOX,72,20.8,1521.20
8559-WNQZS,1,20.45,20.45
8565-WUXZU,72,84.8,6141.65
8571-ZCMCX,47,60,2768.65
8577-QSOCG,38,20.2,746.05
8580-QVLOC,72,92.45,6440.25
8587-XYZSF,67,50.55,3260.10
8590-YFFQO,70,64.95,4523.25
8591-TKMZH,59,111.1,6555.20
8606-CIQUL,72,115.75,8399.15
8606-OEGQZ,18,25.3,454.65
8612-GXIDD,12,25.4,313.00
8619-IJNDK,71,64.05,4492.90
8626-PTQGE,69,60.05,4176.70
8626-XHBIE,56,24.8,1424.20
8628-MFKAX,72,116.75,8277.05
8630-QSGXK,51,75.2,3901.25
8631-NBHFZ,66,79.4,5154.60
8639-NHQEI,72,95.9,6954.15
8645-KOMJQ,69,81.95,5601.40
8659-IOOPU,71,100.45,7159.70
8661-BOYNW,72,84.4,6096.45
8670-ERCJH,72,113.4,8164.10
8670-MEFCP,36,92.9,3379.25
8690-ZVLCL,68,88,6161.90
8701-DGLVH,51,20.45,1042.65
8707-HOEDG,70,110.2,7689.80
8711-LOBKY,59,19.85,1188.25
8722-PRFDV,71,77.55,5574.35
8727-JQFHV,57,20.75,1123.15
8727-XDPUD,37,35.8,1316.90
8735-SDUFN,72,24.3,1778.70
8747-UDCOI,65,19.35,1319.95
8749-TZYEC,72,24.8,1874.30
8750-QWZAJ,70,19.8,1378.75
8755-OGKNA,57,19.5,1167.60
8766-PAFNE,71,79.1,5564.85
8774-GSBUN,72,25.4,1797.10
8777-MBMTS,65,105.85,6725.50
8780-IHCRN,63,24.65,1574.50
8780-YRMTT,66,47.4,3177.25
8792-AOROI,8,65.5,564.35
8807-OPMBM,55,25.65,1388.00
8809-RIHDD,72,103.4,7372.65
8809-XKHMD,72,100.55,7325.10
8819-WFGGJ,68,54.1,3794.50
8819-ZBYNA,58,109.1,6393.65
8823-RLPWL,72,110.65,8065.65
8838-GPHZP,63,20.6,1298.70
8853-TZDGH,72,111.6,8012.75
8857-CUPFQ,63,19.25,1237.65
8859-AXJZP,39,23.8,903.80
8859-DZTGQ,33,20.35,689.75
8869-LIHMK,64,115.1,7334.05
8871-JLMHM,68,90.2,6297.65
8874-EJNSR,39,25.2,987.95
8879-XUAHX,71,116.25,8564.75
8882-TLVRW,69,39.1,2779.50
8883-ANODQ,68,84.4,5746.75
8896-RAZCR,44,19.9,868.10
8901-UPRHR,72,109.2,7711.45
8908-NMQTX,72,65.6,4566.50
8908-SLFCJ,21,20.85,435.25
8915-NNTRC,72,107.7,7919.80
8917-FAEMR,37,19.85,784.25
8917-SZTTJ,60,19.65,1161.75
8922-NPKBJ,42,19.35,867.30
8929-KSWIH,25,99.3,2513.50
8946-BFWSG,63,25.25,1573.05
8957-THMOA,50,20.15,970.85
8966-KZXXA,36,25.1,930.95
8966-SNIZF,70,19.45,1303.50
8975-SKGRX,71,116.1,8310.55
8984-EYLLL,64,105.25,6823.40
8984-HPEMB,71,118.65,8477.60
8990-YOZLV,69,66.9,4577.90
8999-EXMNO,19,20.15,387.70
8999-YPYBV,45,84.35,3858.05
9000-PLFUZ,60,49.45,2907.55
9018-PCIOK,55,64.75,3617.10
9027-TMATR,43,78.8,3460.30
9028-LIHRP,71,100.2,7209.00
9030-QGZNL,8,20.85,161.65
9031-ZVQPT,72,108.2,7840.60
9053-JZFKV,67,116.2,7752.30
9065-ZCPQX,72,78.85,5763.15
9068-FHQHD,40,20.15,777.35
9068-VPWQQ,61,75.35,4729.30
9070-BCKQP,72,110.15,7881.20
9073-ZZIAY,62,86.1,5215.25
9076-AXYIK,64,102.1,6538.45
9081-WWXKP,47,20.25,873.40
9084-OAYKL,58,20.8,1212.25
9087-EYCPR,60,25,1505.05
9091-WTUUY,64,69.25,4447.75
9102-OXKFY,59,54.15,3116.15
9108-EQPNQ,10,26.1,225.55
9110-HSGTV,69,82.45,5555.30
9114-DPSIA,72,81,5750.00
9127-FHJBZ,72,114,8093.15
9128-CPXKI,59,95.8,5655.45
9135-HSWOC,64,19.7,1274.05
9135-MGVPY,69,84.7,5878.90
9140-CZQZZ,68,79.6,5515.80
9150-KPBJQ,6,19.65,116.85
9152-AMKAK,6,80.25,493.40
9153-BTBVV,71,25,1753.00
9173-IVZVP,53,20.9,1146.05
9174-IHETN,50,70.35,3533.60
9178-JHUVJ,24,24.1,587.40
9194-GFVOI,42,84.35,3571.60
9220-CXRSC,69,61.4,4059.85
9220-ZNKJI,55,88.8,4805.30
9224-VTYID,47,90.5,4318.35
9225-BZLNZ,72,85.25,6083.10
9227-UAQFT,16,19.75,284.35
9227-YBAXE,65,82.5,5215.10
9236-NDUCW,21,35.1,770.40
9239-GZHZE,72,113.65,8124.20
9242-TKFSV,72,65.1,4754.30
9251-AWQGT,48,20,935.90
9257-AZMTZ,52,20.1,1078.75
9258-CNWAC,71,113.65,8166.80
9281-CEDRU,68,64.1,4326.25
9286-BHDQG,72,45.25,3139.80
9297-EONCV,72,91.35,6697.20
9297-FVVDH,57,84.5,4845.40
9298-WGMRW,72,115.5,8312.75
9330-VOFSZ,60,110.8,6640.70
9337-SRRNI,66,25.3,1673.80
9339-FIIJL,72,85.95,6151.90
9348-ROUAI,59,90.3,5194.05
9350-ZXYJC,4,25.3,116.95
9351-HXDMR,72,110.9,8240.85
9359-JANWS,65,58.9,3857.10
9365-CSLBQ,71,24.35,1654.60
9371-BITHB,52,19.85,1070.50
9372-TXXPS,60,59.85,3483.45
9385-EHGDO,35,19.85,739.35
9385-NXKDA,72,82.65,5919.35
9392-XBGTD,27,20.6,581.85
9397-TZSHA,69,24.6,1678.05
9405-GPBBG,64,110.5,7069.25
9412-ARGBX,48,95.5,4627.85
9415-ZNBSX,70,89,6293.20
9418-RUKPH,38,19.95,756.40
9424-CMPOG,9,19.6,197.40
9430-NKQLY,72,25.1,1790.80
9432-RUVSL,48,102.5,4904.25
9435-JMLSX,71,86.1,6045.90
9443-JUBUO,72,65.25,4478.85
9453-PATOS,72,85.1,6155.40
9477-LGWQI,70,80.15,5600.15
9479-HYNYL,71,80.7,5705.05
9481-WHGWY,70,75.35,5437.75
9488-FVZCC,72,79.5,5661.70
9488-FYQAU,63,109.25,6841.40
9489-DEDVP,70,69.2,4872.35
9489-JMTTN,72,89.75,6595.90
9499-XPZXM,72,64.75,4804.75
9500-WBGRP,69,19.1,1268.85
9504-YAZWB,53,20.25,1048.45
9507-HSMMZ,54,20,1149.65
9530-GRMJG,70,84.1,5979.70
9537-JALFH,69,19.9,1356.70
9541-PWTWO,52,80.95,4233.95
9541-ZPSEA,68,80.35,5375.15
9548-LERKT,24,19.75,483.15
9548-LIGTA,61,81.05,4747.65
9548-ZMVTX,72,90.45,6565.85
9553-DLCLU,13,88.95,1161.75
9558-IHEZX,71,106.75,7283.25
9560-BBZXK,36,31.05,1126.35
9565-AXSMR,52,19.2,1054.75
9565-FLVCG,65,69.55,4459.15
9570-KYEUA,64,99.25,6549.45
9574-BOSMD,68,25.4,1620.20
9585-KKMFD,41,20,879.80
9586-JGQKH,64,105.4,6794.75
9588-YRFHY,49,19.9,1022.60
9589-ABEPT,69,92.45,6460.55
9593-CVZKR,56,24.45,1385.85
9610-WCESF,67,43.9,3097.20
9624-EGDEQ,37,19.8,813.30
9625-QNLUX,68,103.25,7074.40
9625-RZFUK,63,19.7,1275.85
9631-RXVJM,35,19.25,677.90
9637-CDTKZ,72,114.1,8086.40
9646-NMHXE,47,19.65,973.10
9648-BCHKM,18,24.65,471.35
9650-VBUOG,38,25.05,963.95
9661-JALZV,58,24.7,1519.00
9668-PUGNU,71,24.5,1816.20
9674-EHPPG,46,40.4,1842.70
9675-ICXCT,72,80.8,5728.55
9680-NIAUV,72,109.7,8129.30
9695-IDRZR,34,116.15,3946.90
9710-NJERN,39,20.15,826.00
9715-SBVSU,14,61.4,815.55
9715-WZCLW,71,97.2,6910.30
9717-IOAAF,27,25.85,788.55
9739-JLPQJ,72,117.5,8670.10
9755-JHNMN,49,67.4,3306.85
9764-REAFF,59,18.4,1057.85
9769-TSBZE,70,66,4891.50
9777-IQHWP,64,93.4,5822.30
9778-OGKQZ,72,92,6782.15
9786-IJYDL,35,113.2,3914.05
9786-YWNHU,63,63.55,4014.20
9788-HNGUT,72,116.95,8594.40
9795-NREXC,64,85,5484.40
9795-SHUHB,66,58.2,3810.80
9796-MVYXX,14,39.7,692.35
9798-OPFEM,46,21.1,937.10
9800-OUIGR,66,20,1374.20
9802-CAQUT,72,109.55,7887.25
9814-AOUDH,53,19.5,1050.50
9823-EALYC,72,80.85,5727.45
9838-BFCQT,72,26.1,1851.45
9845-PEEKO,59,79.2,4590.35
9848-JQJTX,72,100.9,7459.05
9861-PDSZP,72,108.05,7806.60
9866-OCCKE,72,109.75,8075.35
9867-XOBQA,21,53.15,1183.20
9871-ELEYA,34,67.65,2339.30
9880-TDQAC,72,60,4264.00
9885-MFVSU,35,46.35,1662.05
9888-ZCUMM,64,60.05,3845.45
9906-NHHVC,65,53.5,3517.90
9916-AYHTC,48,19.85,916.00
9919-FZDED,72,84.1,5981.65
9924-JPRMC,72,118.2,8547.15
9926-PJHDQ,72,76.8,5468.45
9928-BZVLZ,12,49.85,552.10
9933-QRGTX,60,97.2,5611.75
9938-PRCVK,41,19.7,804.25
9938-TKDGL,68,99.55,6668.00
9945-PSVIP,25,18.7,383.65
9950-MTGYX,28,20.3,487.95
9953-ZMKSM,63,25.25,1559.30
9958-MEKUC,72,103.95,7517.70
9959-WOFKT,71,106.7,7382.25
9964-WBQDJ,71,24.4,1725.40
9972-EWRJS,67,19.25,1372.90
9975-GPKZU,46,19.75,856.50
9993-LHIEB,67,67.85,4627.65
9995-HOTOH,63,59,3707.60
